t_s,ia_ufv_pu,ib_ufv_pu,ic_ufv_pu,va_ufv_pu,vb_ufv_pu,vc_ufv_pu
0.00044,-0.202702892642563,0.0363131909149137,0.166389701727649,-0.0223456151075974,0.0736455569919228,-0.051299941884326
0.000445,-0.20872105864372,0.0370518967078771,0.171669161935843,-0.0215240822046357,0.0747711628761736,-0.0532470806715385
0.00045,-0.21481529695923,0.0377945004951171,0.177020796464113,-0.0206226819988139,0.0757788443851732,-0.0551561623863614
0.000455,-0.220982190813916,0.0385381347702342,0.182444056043682,-0.0196436574698987,0.0766722221152656,-0.057028564645366
0.00046,-0.22721834332264,0.0392800749328858,0.187938268389755,-0.0185892519230723,0.0774548170037635,-0.0588655650806929
0.000465,-0.233520378789365,0.0400177377751547,0.19350264101421,-0.0174617119589119,0.0781300497013082,-0.0606683377423962
0.00047,-0.239884943732602,0.0407486799614576,0.199136263771145,-0.0162632905624807,0.0787012402990547,-0.0624379497365765
0.000475,-0.246310660232715,0.0414745016804896,0.204836158552225,-0.015059973750764,0.0792990553873581,-0.0642390816365939
0.00048,-0.252796067270563,0.0421967267894428,0.21059934048112,-0.0138516083944746,0.0799217577734172,-0.0660701493789422
0.000485,-0.259339654670007,0.042916868650668,0.216422786019339,-0.0126381483400085,0.0805676932010968,-0.0679295448610877
0.00049,-0.265939864436174,0.0436364312141384,0.222303433222036,-0.0114196123971316,0.0812352012909769,-0.0698155888938464
0.000495,-0.272595091581536,0.044356909494011,0.228238182087525,-0.0101960919465129,0.0819226262903391,-0.071726534343825
0.0005,-0.279303684763679,0.0450797900464872,0.234223894717192,-0.0089677527647212,0.0826283169032014,-0.0736605641384789
0.000505,-0.28606394676166,0.0458065514578663,0.240257395303794,-0.00773483640695076,0.0833506259490409,-0.0756157895420931
0.00051,-0.292874134813007,0.0465386648382915,0.246335469974716,-0.00649766123733021,0.0840879100900053,-0.0775902488526715
0.000515,-0.299732460834775,0.0472775943161886,0.252454866518587,-0.00525662308558209,0.084838529635972,-0.0795819065503911
0.00052,-0.306637091553255,0.0480247975282255,0.258612294025029,-0.0040121955101502,0.0856008484310886,-0.0815886529209385
0.000525,-0.313586148567846,0.0487817260995179,0.264804422468329,-0.00276492965227865,0.0863732338243711,-0.0836083041720911
0.00053,-0.320577708375242,0.0495498261087563,0.271027882266486,-0.0015154536695184,0.0871540567261814,-0.0856386030566631
0.000535,-0.327609802380368,0.0503305385329361,0.277279263847432,-0.000264471741731905,0.0879416917515018,-0.0876772200097705
0.00054,-0.334680416920581,0.0511252996664373,0.283555117254144,0.000987237353016707,0.0887345174500698,-0.0897217548030869
0.000545,-0.341787493329345,0.0519355415093191,0.289851951820026,0.00223882209087644,0.0895309166226054,-0.0917697387134827
0.00055,-0.348928928065042,0.0527626921198665,0.296166235945175,0.003489360476754,0.0903292767215096,-0.0938186371982627
0.000555,-0.356102572929755,0.0536081759266506,0.302494397003104,0.00473786273053379,0.0911279903336276,-0.0958658530641627
0.00056,-0.363306235401752,0.0544734139956377,0.308832821406115,0.00598327437045611,0.0919254557418656,-0.0979087301123243
0.000565,-0.370537679104025,0.0553598242481997,0.315177854855826,0.00722447967509265,0.0927200775617549,-0.0999445572368448
0.00057,-0.377794624429665,0.0562688216262431,0.321525802803422,0.00846030550168675,0.0935102674483286,-0.101970572950017
0.000575,-0.385074749343017,0.0572018182010686,0.327872931141949,0.0096895254352404,0.0942944448680798,-0.103983970303321
0.00058,-0.392375690373566,0.0581602232230122,0.334215467150553,0.0109108642392853,0.0950710379301539,-0.105981902169439
0.000585,-0.399695043817278,0.0591454431093783,0.340549600707899,0.0121230025767155,0.0958384842704689,-0.107961486847186
0.00059,-0.407030367157835,0.0601588813686657,0.34687148578917,0.013324581966303,0.0965952319819729,-0.109919813948276
0.000595,-0.414379180717678,0.0612019384595934,0.353177242258085,0.0145142099384301,0.0973397405838922,-0.111853950522322
0.0006,-0.421738969546242,0.0622760115839572,0.359462957962285,0.0156904653518387,0.0980704820225417,-0.113760947374378
0.000605,-0.429107185550127,0.0633824944128763,0.365724691137251,0.0168519038317058,0.0987859416960495,-0.115637845527753
0.00061,-0.436481249867258,0.0645227767465273,0.371958473120731,0.0179970632884818,0.099484619495199,-0.117481682783681
0.000615,-0.443858555484396,0.0656982441079925,0.378160311376403,0.0191244694763152,0.100165030852538,-0.119289500328855
0.00062,-0.451236470094683,0.066910277272379,0.384326192822304,0.0202326415497473,0.100825707791944,-0.121058349341693
0.000625,-0.458612339189269,0.068160251732877,0.390452087456392,0.0213200975776215,0.101465199970918,-0.122785297548541
0.00063,-0.465983489374466,0.0694495371059231,0.396533952268543,0.0223853599738805,0.102082075708034,-0.124467435681913
0.000635,-0.473345279313508,0.0707755912982669,0.402569688015241,0.0234906843805238,0.102547475839032,-0.126038160219555
0.00064,-0.480693162615108,0.0721360781101817,0.408557084504926,0.0246321897457323,0.102864864832914,-0.127497054578646
0.000645,-0.488022658054216,0.0735287990803541,0.414493858973862,0.0258061065512933,0.103037545181051,-0.128843651732346
0.00065,-0.495329352327768,0.0749516900172256,0.420377662310542,0.0270087368857893,0.103068747592492,-0.130077484478279
0.000655,-0.502608903249766,0.0764028180688134,0.426206085180953,0.0282364640944049,0.102961621465223,-0.131198085559632
0.00066,-0.509857043058855,0.07788037872426,0.431976664334596,0.0294857566111578,0.102719236359421,-0.13220499297058
0.000665,-0.51706958180916,0.0793826927388536,0.437686889070307,0.0307531713219965,0.102344583719836,-0.133097755041831
0.00067,-0.524242410820655,0.0809082029878429,0.443334207832812,0.0320353565565314,0.101840578603193,-0.133875935159726
0.000675,-0.531371506164576,0.0824554712550808,0.448916034909495,0.0333290546947855,0.101210061396535,-0.13453911609132
0.00068,-0.538454884749222,0.0840270801437538,0.454427804605468,0.0345673807855724,0.100583246699796,-0.135150627485366
0.000685,-0.545490548643594,0.0856255114417618,0.459865037201832,0.0357496994523853,0.0999579747956305,-0.135707674248014
0.00069,-0.552476522213881,0.0872532101498584,0.465223312064022,0.0368753829922587,0.0993321998783401,-0.136207582870602
0.000695,-0.559410856826386,0.0889125837378467,0.470498273088539,0.0379438570027171,0.098703902362832,-0.136647759365548
0.0007,-0.566291635168043,0.0906060007884902,0.475685634379553,0.0389545957600197,0.098071100826598,-0.137025696586618
0.000705,-0.573116975465779,0.0923357896479731,0.480781185817806,0.0399071227203717,0.0974318528490957,-0.137338975569467
0.00071,-0.579885035587807,0.0941042371035792,0.485780798484228,0.0408010107795369,0.0967842554930916,-0.137585266272628
0.000715,-0.586594017004319,0.0959135870958882,0.490680429908431,0.0416358821838532,0.0961264456654826,-0.137762327849335
0.00072,-0.593242168586098,0.0977660394721863,0.495476129113912,0.0424114081035434,0.0954566003664372,-0.137868008469983
0.000725,-0.599827790220962,0.0996637487874162,0.500164041433546,0.0431273078848678,0.0947729368316387,-0.137900244716505
0.00073,-0.606349236229495,0.101608823158554,0.504740413070941,0.0437833480004081,0.094073712573176,-0.137857060573583
0.000735,-0.612804918563263,0.103603323177827,0.509201595385436,0.0443793407195665,0.093357225325427,-0.137736566044992
0.00074,-0.619193309770554,0.105649260889657,0.513544048880896,0.0449151425234771,0.0926218129029952,-0.137536955426473
0.000745,-0.625512945716681,0.107748598835641,0.51776434688104,0.0453906522907168,0.0918658529784898,-0.137256505269205
0.00075,-0.631762428047987,0.109903249171291,0.521859178876696,0.0458058092819855,0.0910877627883809,-0.136893572070368
0.000755,-0.637940426390828,0.11211507285762,0.525825353533208,0.0461605909532589,0.0902859987757604,-0.136446589729016
0.00076,-0.644045680279057,0.114385878930002,0.529659801349055,0.0464550106281598,0.0894590561791221,-0.13591406680728
0.000765,-0.650077000805801,0.116717423846094,0.533359576959707,0.0466891150610367,0.0886054685766115,-0.135294583637649
0.00077,-0.656033271997555,0.119111410913907,0.536921861083648,0.046862981922721,0.0877238073953387,-0.134586789318059
0.000775,-0.661913451910937,0.121569489800474,0.540343962110463,0.0469767172410661,0.0868126813954307,-0.133789398636495
0.00078,-0.667716573454604,0.124093256120863,0.543623317333741,0.0470304528281671,0.0858707361384935,-0.132901188966662
0.000785,-0.673441744941075,0.126684251106671,0.546757493834404,0.0470243437256612,0.0848966534500016,-0.131920997175662
0.00079,-0.679088150375248,0.129343961352472,0.549744189022775,0.0469585656985915,0.0838891508849065,-0.130847716583495
0.000795,-0.68465504948842,0.132073818638099,0.552581230850321,0.0468333128072875,0.0828469812054933,-0.129680294012779
0.0008,-0.690141777528517,0.134875199824071,0.555266577704446,0.0466487950851642,0.081768931880015,-0.128417726965178
0.000805,-0.695547744818966,0.137749426816938,0.557798318002028,0.0464052363486737,0.0806538246102363,-0.127059060958911
0.00081,-0.700872436100273,0.140697766600809,0.560174669499464,0.0461028721637653,0.0795005148953766,-0.125603387059142
0.000815,-0.706115409669808,0.143721431330912,0.562393978338896,0.045741947990817,0.0783078916393407,-0.124049839630161
0.00082,-0.711274343747575,0.146817673306657,0.564456670440918,0.0453864410714819,0.0769474297202462,-0.122333870791728
0.000825,-0.716347094418519,0.149983903484662,0.566363190933857,0.0450341839806058,0.0754229397152951,-0.120457123695903
0.00083,-0.721331660574062,0.153217624334499,0.568114036239563,0.0446831066581225,0.0737380811849199,-0.118421187843042
0.000835,-0.726226181091735,0.156516427470575,0.56970975362116,0.0443311907905736,0.0718964518035867,-0.116227642594159
0.00084,-0.731028932196722,0.159877991902378,0.571150940294344,0.0439764742809984,0.0699015768801879,-0.113878051161191
0.000845,-0.735738324719866,0.163300082286121,0.572438242433745,0.0436170504472996,0.0677569100010357,-0.111373960448336
0.00085,-0.740350948680641,0.166782499744392,0.573568448936249,0.0433147907477757,0.0655295574752348,-0.10884434822301
0.000855,-0.74486362953676,0.170325020926711,0.574538608610049,0.0430654695480903,0.0632204047207494,-0.106285874268842
0.00086,-0.749273391536078,0.173927429890959,0.575345961645119,0.0428650069981536,0.0608303606620604,-0.103695367660213
0.000865,-0.753579405991331,0.177587565000462,0.575991840990869,0.0426457009426531,0.0582965910480457,-0.100942291990701
0.00087,-0.757780928099549,0.181303377230558,0.576477550868991,0.0424061070717031,0.0556223999102663,-0.0980285069819681
0.000875,-0.761877326603565,0.185072895602163,0.576804431001402,0.0421447958712486,0.0528109877044709,-0.0949557835757205
0.00088,-0.765868081091185,0.188894224961494,0.576973856129691,0.0418603973872999,0.0498654971564537,-0.0917258945437567
0.000885,-0.769752779024706,0.192765544027535,0.576987234997171,0.0415515963037498,0.046789009314852,-0.0883406056186018
0.00089,-0.77353306541167,0.196689008578737,0.576844056832933,0.0411534091250407,0.0437119922979469,-0.0848654014229881
0.000895,-0.777210580803329,0.200666631101841,0.576543949701488,0.0406670602494592,0.0406325530024361,-0.0812996132518982
0.0009,-0.7807869922317,0.204700346097865,0.576086646133834,0.0400937398732679,0.0375489254906204,-0.0776426653638877
0.000905,-0.784263991876434,0.208792010605158,0.575471981271276,0.0394346499263182,0.0344593835928664,-0.0738940335191883
0.00091,-0.787643295547213,0.212943404092411,0.574699891454802,0.0386910002657133,0.0313622532148618,-0.0700532534805767
0.000915,-0.790926641295239,0.217156228334351,0.573770412960889,0.0378640104693205,0.0282559136062648,-0.066119924075588
0.00092,-0.794115788166525,0.221432107285269,0.572683680881256,0.0369549118305696,0.0251387983269222,-0.0620937101574905
0.000925,-0.797212515101206,0.225772586952839,0.571439928148367,0.0359649494091529,0.0220093961389261,-0.0579743455480819
0.00093,-0.800218619981059,0.230179135274795,0.570039484706264,0.0348953841068763,0.0188662518236486,-0.053761635930527
0.000935,-0.803135918825469,0.234653142001386,0.568482776824083,0.033747494740119,0.0157079669182308,-0.0494554616583513
0.00094,-0.805966245134241,0.239195918586857,0.566770326547385,0.0325225800809148,0.0125332003665097,-0.0450557804474241
0.000945,-0.808711449373772,0.24380869809346,0.564902751280312,0.0312219608388254,0.00934066907987431,-0.0405626299187009
0.00095,-0.811373398601362,0.24849263511179,0.562880763489572,0.0298469815569356,0.00612914840415345,-0.0359761299610926
0.000955,-0.813953976220748,0.25324880570138,0.560705170519368,0.0283990123960428,0.00289747248929821,-0.0312964848853447
0.00096,-0.816455081860331,0.258078207355675,0.558376874504657,0.0268794507826315,-0.000355465440700196,-0.0265239853419308
0.000965,-0.818878631364133,0.262981758995593,0.55589687236854,0.0252897228977234,-0.00363071291953586,-0.0216590099781852
0.00097,-0.821226556884139,0.267960300995946,0.553266255888193,0.0236312849854444,-0.00692925817308268,-0.0167020268123616
0.000975,-0.823500807061495,0.27301459524896,0.550486211812534,0.0219056244621917,-0.0102520301570848,-0.0116535943051053
0.00098,-0.82570334728299,0.278145325269155,0.547558022013835,0.0201142608094111,-0.0135998986977831,-0.00651436211163138
0.000985,-0.82783615999834,0.283353096343678,0.544483063654662,0.0182587462353634,-0.0169736747343769,-0.00128507150098585
0.00099,-0.829901245083098,0.288638435732116,0.541262809350981,0.0163406660936068,-0.0203741106616596,0.00403344456805101
0.000995,-0.831900620231453,0.294001792919573,0.537898827311881,0.0143616390486888,-0.0238019007703659,0.00944026172167613
0.001,-0.833836321362843,0.299443539926611,0.534392781436232,0.0123233169819032,-0.0272576817822003,0.0149343648002976
0.001005,-0.835708450437708,0.304960066502613,0.530748383935095,0.0102911081574312,-0.0308694805248219,0.0205783723673889
0.00101,-0.837517234997012,0.310547898867334,0.526969336129678,0.00826430163032512,-0.0346329647088327,0.0263686630785073
0.001015,-0.839262994815262,0.316203632814988,0.523059362000274,0.00624230958128481,-0.038543930169508,0.0323016205882221
0.00102,-0.840946140870044,0.321923931620707,0.519022209249337,0.00422462151855991,-0.0425982124411846,0.0383735909226247
0.001025,-0.842567174536818,0.327705524599157,0.514861649937661,0.00221080806353566,-0.0467916980788628,0.0445808900153293
0.00103,-0.844126686688791,0.333545205705541,0.510581480983251,0.00020051896335475,-0.0511203249898291,0.0509198060264697
0.001035,-0.845625356681688,0.339439832167014,0.506185524514674,-0.00180651928395437,-0.0555800825171466,0.0573866018010995
0.00104,-0.847063951210883,0.345386323145474,0.501677628065408,-0.00381050605816765,-0.0601670115086134,0.0639775175667802
0.001045,-0.848443323029772,0.351381658432758,0.497061664597015,-0.00581156947823957,-0.064877204375045,0.0706887738532843
0.00105,-0.849762456937107,0.357424829761801,0.492337627175306,-0.00774604614258427,-0.0696430817983464,0.0773891279409294
0.001055,-0.851020527338098,0.363514780421,0.487505746917097,-0.00961635897385961,-0.0744632673518776,0.0840796263257366
0.00106,-0.852216862796503,0.369650437748491,0.482566425048012,-0.0114247776199972,-0.0793363444911695,0.0907611221111658
0.001065,-0.853350942785157,0.375830713294139,0.477520229491018,-0.0131734666727652,-0.0842609012056428,0.0974343678784076
0.00107,-0.8544243471381,0.382052550142633,0.472371796995467,-0.0149282074964968,-0.0892992481540857,0.104227455650584
0.001075,-0.855438693583941,0.388312982016701,0.46712571156724,-0.0166885277570372,-0.0944475443836369,0.111136072140674
0.00108,-0.856395667930146,0.394609099590486,0.46178656833966,-0.0184539487747213,-0.0997020407987483,0.118155989573468
0.001085,-0.857297021687762,0.400938049225063,0.456358972462699,-0.0202239452667891,-0.105059035966458,0.125282981233245
0.00109,-0.858144569216606,0.407297032049178,0.450847537167428,-0.0219979549609996,-0.110514881766589,0.132512836727589
0.001095,-0.85894018470243,0.413683303078355,0.445256881624075,-0.023775382685034,-0.116065983517871,0.139841366202907
0.0011,-0.859685798980229,0.4200941703644,0.439591628615828,-0.0255556042763161,-0.121708799950636,0.147264404226951
0.001105,-0.86038534880217,0.426530899352299,0.433854449449871,-0.0274016939566612,-0.127312396037027,0.154714089993687
0.00111,-0.861042714227111,0.43299459377592,0.428048120451191,-0.0293105530178775,-0.13287819294468,0.162188745962558
0.001115,-0.861661748740573,0.439486262284853,0.42217548645572,-0.0312791566529687,-0.138407481397993,0.169686638050959
0.00112,-0.86224627689862,0.446006820361326,0.416239456537294,-0.0333045127306466,-0.143901510808586,0.177206023539232
0.001125,-0.862800091586086,0.452557091677822,0.410242999908263,-0.0353836702330819,-0.149361478695941,0.184745148929021
0.00113,-0.86332695121009,0.459137809505044,0.404189141705047,-0.0375137219733965,-0.15478853113003,0.192302253103425
0.001135,-0.863830576851554,0.465749618181703,0.398080958669851,-0.0396918069514104,-0.160183763448719,0.19987557040013
0.00114,-0.864314649391381,0.472393074644264,0.391921574747116,-0.0419151124542514,-0.16554822101095,0.207463333465198
0.001145,-0.864778901476563,0.479066697438421,0.385712204038142,-0.0440534296657844,-0.170946623091543,0.215000052757329
0.00115,-0.865223232928607,0.485769027502371,0.379454205426236,-0.0461089035102968,-0.176377489548042,0.222486393058342
0.001155,-0.86564764050131,0.492498596164068,0.373149044337242,-0.0480835483561827,-0.181839384441102,0.229922932797283
0.00116,-0.866052212415314,0.499253925554707,0.366798286860607,-0.0499793383448246,-0.187330872221977,0.237310210566802
0.001165,-0.866437123534471,0.506033529359524,0.360403594174947,-0.0517981977749484,-0.192850523769346,0.244648721544298
