t_s,P_ufv_pu,Q_ufv_pu,id_ufv_ref_pu,id_ufv_pu,iq_ufv_ref_pu,iq_ufv_pu,vd_ufv_pu,vq_ufv_pu,vd_rede_pu,vq_rede_pu,vbus2_pu,ang_g1_rad,pe_g1_pu,ang_g3_rad,pe_g3_pu
0.24645,0.811467319469897,-0.0460934596261565,1,1.03628069481819,0,0.0393390452819624,0.987840039376353,0.0224363400202216,0.985808275919131,0.00203268964348788,0.98543625670292,91.1017957323809,0.538102004388067,91.7767721079085,0.604663576644443
0.2465,0.818954600128843,-0.0389903971520767,1,1.03683396371136,0,0.0200142606945496,0.991214546948958,0.0268626294428033,0.98567486458424,-0.0163447246742358,0.988910562589586,91.120549658614,0.539652955266726,91.7955407799674,0.608792062263834
0.24655,0.82806974459506,-0.0306396436654618,1,1.03702655228058,0,0.0010811112902673,0.995618847368222,0.0331919652116536,0.98521216252152,-0.034337785564981,0.993491695987545,91.1393035668061,0.54137768954474,91.8143094617717,0.613318589167183
0.2466,0.834617931978389,-0.0304985974251333,1,1.05941526679051,0,0.0567009890496772,0.997470275671589,0.0323049972240361,0.997379876559251,0.0323020694745639,0.99530809302049,91.1580574567783,0.543254238221783,91.83307815243,0.618162956087317
0.24665,0.842912524361871,-0.0247904437628913,1,1.06031094906949,0,0.0362822401647084,1.00099199450593,0.0333692597327691,0.997817057468547,0.0130828774547846,0.998853302338512,91.1768113283476,0.545259659333226,91.8518468510654,0.623242521678981
0.2467,0.848464657582397,-0.0242960320540588,1,1.06080678650285,0,0.0162687239053178,1.00213289922299,0.0287521659050795,0.997886271227701,-0.00574730832318908,0.999847855291704,91.1955651813293,0.547370233855472,91.8706155568274,0.628474175679027
0.24675,0.85601575472203,-0.0163335721855683,1,1.06092628566776,0,-0.00333557299692426,1.00538218085197,0.0288578838296293,0.997609702092161,-0.024185205173319,1.00309008537069,91.2143190155386,0.549561629900781,91.8893842689032,0.633776156425057
0.2468,0.860801371489663,-0.0125187378729973,1,1.08407849687268,0,0.0350990447059381,1.00631947412405,0.0241253584297538,1.00622827302322,0.0241231719876712,1.00390026593016,91.2330728307935,0.551809042520107,91.9081529865267,0.639069646942766
0.24685,0.867886886413501,-0.000810017420696351,1,1.08455107379179,0,0.0143909227666406,1.00977168651396,0.0231322660423409,1.00650544890481,0.00490369074991855,1.00731903464431,91.2518266269159,0.554087322398927,91.9269217089882,0.644280103953512
0.2469,0.872246582565772,0.00672197289866747,1,1.08463054181714,0,-0.00589220488916483,1.01085861175041,0.0177049025032995,1.00642115642614,-0.0139183603885858,1.00829344039629,91.2705804037346,0.55637110521607,91.9456904356411,0.649338294242151
0.24695,0.879188915299761,0.0218275767451947,1,1.08434091251524,0,-0.025747150650569,1.01468680882123,0.0174912691057825,1.00599770160546,-0.0323402106142463,1.01210705956324,91.2893341610864,0.558634956981729,91.9644591659084,0.654181037775062
0.247,0.88345123959401,0.0322529138663772,1,1.10295777045242,0,-0.00914505030617426,1.01601556580134,0.0129889470536261,1.01592348595946,0.0129877698864338,1.01336470000657,91.3080878988191,0.560853545896843,91.9832278992881,0.658751674443495
0.24705,0.890536112157248,0.0496975905756343,1,1.10258915105562,0,-0.0299439362963688,1.02028378243375,0.0122321987935781,1.01598774455793,-0.00617368599265077,1.01761175890014,91.326841616792,0.563001852158631,92.0019966353562,0.663000290106139
0.2471,0.894963456173018,0.0618849616663738,1,1.1018484653512,0,-0.0502934861555743,1.021861748396,0.00723993515656389,1.01570063430023,-0.0249285573740113,1.01913793142994,91.3455953148787,0.56505541939472,92.0207653737702,0.666883746265697
